text,date,location,polarity,subjectivity,classification
"Sensible, pragmatic approach for the many people who want the nation vaccinated as soon as possible.",Mon Jun 28 10:06:54 +0000 2021,"Eltham, Melbourne",0.25,0.75,Positive
PM’s fault for quarantine stuff up. Why isn’t he standing up fixing the problem for him not organizing eno…,Thu Jul 01 11:19:58 +0000 2021,"Melbourne, Victoria",0.0,0.0,Neutral
Morrison was offered 40 million Pfizer doses last year &amp; he turned them down qanda,Thu Jul 01 11:20:04 +0000 2021,australia,-0.07777777777777779,0.17777777777777778,Negative
Morrison was offered 40 million Pfizer doses last year &amp; he turned them down qanda,Thu Jul 01 11:20:08 +0000 2021,Lutrawita/Tasmania,-0.07777777777777779,0.17777777777777778,Negative
"Don't ever let them vaxxinate your kid, period",Thu Jul 01 11:20:08 +0000 2021,Indonesia,0.0,0.0,Neutral
"Better not to know, I suppose. Easier to just line up for monthly boosters. Pfizer thanks you.",Thu Jul 01 11:20:12 +0000 2021,Our beautiful wounded Earth,0.35,0.35,Positive
did you have symptoms after your Pfizer booster? Thanks for sharing your experience.,Thu Jul 01 11:20:13 +0000 2021,Florida in my mind.,0.2,0.2,Positive
"If we had enough Pfizer vaccine, young people would not even be contemplating AstraZeneca       qanda",Thu Jul 01 11:20:16 +0000 2021,Australia,0.05,0.45,Positive
Wondering whether QAnon frontman  Tim Stewart received Pfizer vaccinations with his mate ScottyTheSuperSp…,Thu Jul 01 11:20:16 +0000 2021,"NSW, Australia",0.0,0.0,Neutral
Manitoba expects a major boost in its supply of the Pfizer-BioNTech COVID-19 vaccine for the last weeks of July.,Thu Jul 01 11:20:17 +0000 2021,CANADA,0.03125,0.2833333333333333,Positive
"Just spoke to friends of mine here in Los Angeles, a cis married couple, both Pfizer vxx’d. He went to a bar last week w fri…",Thu Jul 01 11:20:18 +0000 2021,"Florida, USA",0.125,0.15833333333333333,Positive
Members of US military who were 💉with Pfizer or Moderna showed higher-than-expected rates of heart inflammation,,,,,
"Experts…""",Thu Jul 01 11:20:19 +0000 2021,Australia,-0.1,0.1,Negative
Bianca Stone is the new .,,,,,
"QandA""",Thu Jul 01 11:20:20 +0000 2021,"Toowoomba, Queensland, Aussie.",0.13636363636363635,0.45454545454545453,Positive
"No need of bug bounty, be like Cuba 👌💪⚡",Thu Jul 01 11:20:25 +0000 2021,on the net,0.0,0.0,Neutral
"I did Pfizer. But, No side effects for me. I am  not sure if that help. But, they told me to dehydrate befo…",Thu Jul 01 11:20:25 +0000 2021,"Washington, DC",-0.25,0.8888888888888888,Negative
"Get that jab you mob. Let's keep everyone safe.  If you can get it, and it's available, it's important for family, com…",Thu Jul 01 11:20:26 +0000 2021,Australia,0.43333333333333335,0.6333333333333333,Positive
"Just spoke to friends of mine here in Los Angeles, a cis married couple, both Pfizer vxx’d. He went to a bar last week w fri…",Thu Jul 01 11:20:26 +0000 2021,World Citizen,0.125,0.15833333333333333,Positive
"12 weeks for AZ, but should be closer to 2 weeks for Pfizer",Thu Jul 01 11:20:29 +0000 2021,Australia,0.0,0.0,Neutral
The last info I’d read frm experts says even with Pfizer or Moderna you have about a 12% chance of catching  the Delta frm s…,Thu Jul 01 11:20:29 +0000 2021,Erehwon,0.3,0.48333333333333334,Positive
Really important to report episodes like this where LFTs fail to  through this system,,,,,
"…""",Thu Jul 01 11:20:29 +0000 2021,"England, United Kingdom",-0.04999999999999999,0.6499999999999999,Negative
That Pfizer was not ordered in sufficient quantities is a monumental failure by the federal government QandA,Thu Jul 01 11:20:31 +0000 2021,Sydney,-0.3166666666666667,0.3,Negative
On AM now - listen to the ATAGI co-chair give the recommendation. ,,,,,
Pfizer is the preferred vaccine for under 60," at this st…""",Thu Jul 01 11:20:32 +0000 2021,Awabakal land  Newcastle,0.0,0.0
"It’s from the Pfizer data sheet (linked) from December 10, 2020",Thu Jul 01 11:20:33 +0000 2021,Zimbabwe,0.0,0.0,Neutral
“Got my 17th Pfizer shot today to complement my 4th J &amp; J. Worried about Delta Beta Theta variant.”,Thu Jul 01 11:20:34 +0000 2021,"Homestead, PA",0.0,0.0,Neutral
"Chouchous, glaces, Pfizer, AstraZeneca!!🤪",Thu Jul 01 11:20:37 +0000 2021,Freekistan,0.0,0.0,Neutral
Former Federal Dept head  notes young people having the AZ jab now WON’T speed opening up because they…,Thu Jul 01 11:20:38 +0000 2021,"Comboyne, NSW",0.05,0.2,Positive
QandA Why did PM call late night presser on 8 April saying Pfizer preferred over AZ for under 50s?,Thu Jul 01 11:20:39 +0000 2021,"Queensland, Australia",-0.3,0.6,Negative
Former Federal Dept head  notes young people having the AZ jab now WON’T speed opening up because they…,Thu Jul 01 11:20:40 +0000 2021,"Townsville, Queensland, Oz.",0.05,0.2,Positive
Pfizer offered the Australian govt its covid-19 vaccine on July 10. Nothing happened until the end of November when a deal was…,Thu Jul 01 11:20:44 +0000 2021,"Bendigo, Victoria. Australia",0.0,0.0,Neutral
Why are you Criminal LIBERALS not giving QUEENSLAND its fair share of the Pfizer Vaccine Bribe Minister Morrison ???,Thu Jul 01 11:20:46 +0000 2021,"Adelaide, South Australia",0.14999999999999997,0.7250000000000001,Positive
3. What is the position of  on the deltavariant’s entry into schools given the cases from the…,Thu Jul 01 11:20:51 +0000 2021,"Sydney, Australia",0.0,0.0,Neutral
Khairy Govt reconsidering administration of Pfizer Covid-19 jabs for adolescents | Malaysia | Malay Mail,Thu Jul 01 11:20:52 +0000 2021,"Bali, Indonesia",0.0,0.0,Neutral
Morrison was offered 40 million Pfizer doses last year &amp; he turned them down qanda,Thu Jul 01 11:44:56 +0000 2021,Perth Western Australia,-0.07777777777777779,0.17777777777777778,Negative
"Moderna locks up Spikevax name in Europe, joins Pfizer's Comirnaty in wait for official brand approval in U.S.",Thu Jul 01 11:44:57 +0000 2021,United States,0.0,0.0,Neutral
Young is terrific she cares and stands up what is right.,Thu Jul 01 11:44:57 +0000 2021,Australia,0.12857142857142856,0.6452380952380952,Positive
Ask Barnaby if he is in charge and does he know where he can get some Pfizer vaccines ?,Thu Jul 01 11:45:02 +0000 2021,Australia,0.0,0.0,Neutral
I had my first one last Saturday. Can't wait for the second. I got Pfizer…,Thu Jul 01 11:45:02 +0000 2021,Sligo,0.08333333333333333,0.13333333333333333,Positive
My first was Pfizer and my next was Patron…,Thu Jul 01 11:45:10 +0000 2021,London via Cleveland,0.125,0.16666666666666666,Positive
Jason Falinski lies about Pfizer exports being blocked from the USA. What about the other 36 OECD nations who are ahead…,Thu Jul 01 11:45:11 +0000 2021,"Gold Coast, Queensland",-0.125,0.375,Negative
As a teacher my Covid Vaccine appointment was cancelled for tomorrow due to no Pfizer. New appointment not until Aug 31. Su…,Thu Jul 01 11:45:12 +0000 2021,South West Rocks NSW,0.005681818181818177,0.4147727272727273,Positive
"True. It is not only the vaccine product that has been bought, but the production capacity also…",Thu Jul 01 11:45:13 +0000 2021,United Kingdom,0.175,0.825,Positive
Morrison was offered 40 million Pfizer doses last year &amp; he turned them down qanda,Thu Jul 01 11:45:18 +0000 2021,Gadinurada (Gadigal land),-0.07777777777777779,0.17777777777777778,Negative
Mother put her 12-year-old in the Pfizer COVID-19 vaccine clinical trial &amp; she ended up in a wheelchair. ,,,,,
"Heartbreaki…""",Thu Jul 01 11:45:18 +0000 2021,Communist State of New Jersey,0.0,0.0,Neutral
Pfizer on Sept012021? 😏😒🤞🏽,,,,,
I won’t be surprised if us Phase 2B people get it in September012022 ,,,,,
/s ,,,,,
"Half-sarcast…""",Thu Jul 01 11:45:20 +0000 2021,Spratly Islands,0.1,0.9,Positive
"And yet, as the vax producers can't legally advertise their experimental, unlicensed vaccines, the Liberal organized crime fa…",Thu Jul 01 11:45:22 +0000 2021,"Ontario, Canada",0.15000000000000002,0.30000000000000004,Positive
"Just spoke to friends of mine here in Los Angeles, a cis married couple, both Pfizer vxx’d. He went to a bar last week w fri…",Thu Jul 01 11:45:23 +0000 2021,"Detroit, MI",0.125,0.15833333333333333,Positive
Update on trying to get vaccinated. Have to file a complaint against the doctor I just dealt with.  …,Thu Jul 01 11:45:24 +0000 2021,"Melbourne, Victoria",-0.3,0.2,Negative
As a teacher my Covid Vaccine appointment was cancelled for tomorrow due to no Pfizer. New appointment not until Aug 31. Su…,Thu Jul 01 11:45:27 +0000 2021,"Gold Coast, Queensland",0.005681818181818177,0.4147727272727273,Positive
Is it ok that the over 60s are the only age group denied Pfizer?qanda,Thu Jul 01 11:45:28 +0000 2021,Australia,0.25,0.75,Positive
There is not enough Pfizer to go around - not sure this is doing anything but making whole swathes of the popula…,Thu Jul 01 11:45:30 +0000 2021,"Brisbane, Australia",-0.016666666666666663,0.5962962962962962,Negative
The media needs to stop misrepresenting AZ as some dangerous 2nd rate drug.  It’s not when compared t…,Thu Jul 01 11:45:31 +0000 2021,Tajikistan,-0.3,0.45,Negative
"Unfortunately, I will only believe it when Pfizer stock arrival happens. ",,,,,
With supplies, I am confident we, HCWs," c…""",Thu Jul 01 11:45:32 +0000 2021,Wurundjeri Country
Who forgot to order Pfizer? qanda,Thu Jul 01 11:45:32 +0000 2021,Sutherland,0.0,0.0,Neutral
LAST WEEK??? You ordered 2.5 million Pfizer LAST WEEK??? Damn you should have fronted up yourself from…,Thu Jul 01 11:45:33 +0000 2021,"Brisbane, Australia",0.0,0.06666666666666667,Neutral
"Hipfzter Someone who had their jabs of the Pfizer vaccine before it was even famous, &amp; who will seize any opportunity to te…",Thu Jul 01 11:45:35 +0000 2021,"Cape Town, South Africa",0.5,1.0,Positive
Morrison turned his back on 40 million Pfizer doses in July 2020. qanda,Thu Jul 01 11:45:35 +0000 2021,Australia,0.0,0.0,Neutral
"QandA VIC govt has said that they can double their vaccines overnight... IF they have the supply! Currently, they will…",Thu Jul 01 11:45:39 +0000 2021,Melbourne,0.0,0.2,Neutral
"I'm a Pfizer boy, in a Pfizer wooorld... 💉 JustVaccinated",Thu Jul 01 11:45:40 +0000 2021,"Wien, Österreich",0.0,0.0,Neutral
"You can't choose it here either. But as I said, I think there may be a lot of Biontech available at th…",Thu Jul 01 11:45:45 +0000 2021,Ruhrgebiet/Germany,0.4,0.4,Positive
"Pfizer says We Need Three Covid Vaccines, Every Year, FOREVER you can go fk your self",Thu Jul 01 11:45:46 +0000 2021,"Apollo, PA",0.0,0.0,Neutral
QandA Why did PM call late night presser on 8 April saying Pfizer preferred over AZ for under 50s?,Thu Jul 01 11:45:49 +0000 2021,Australia,-0.3,0.6,Negative
Anyone aged 18+ can walk into a pop-up clinic or  YorkVaccinationCentre at Askham Bar for their 1st jab. Patients aged 40…,Thu Jul 01 11:45:50 +0000 2021,YO42 2BS,-0.1,0.4,Negative
EU has a massive issue with AstraZeneca vaccine-in spite of the fact that large swathes of world are using it to protect thems…,Mon Jun 28 10:00:55 +0000 2021,New Delhi,0.10714285714285714,0.7142857142857143,Positive
This Astra Zeneca mixed message crap is astoundingly embarrassing.,Mon Jun 28 10:00:56 +0000 2021,"Melbourne, Australia",-0.0666666666666667,0.6833333333333332,Negative
AstraZeneca baby let’s go🤒🤒🤒,Mon Jun 28 10:00:56 +0000 2021,+49,0.0,0.0,Neutral
"SU-30MKI with 4 Astra BVR-AAM during the captive flight trials of the missile, 2011.",Mon Jun 28 10:01:03 +0000 2021,Akhand Bharat,0.2,0.6,Positive
GIVE ME THE VACCINE,Mon Jun 28 10:01:06 +0000 2021,"Melbourne, Victoria",0.0,0.0,Neutral
Commonwealth no fault indemnity scheme for GP’s across the country to administer vaccines. ,,,,,
"Anyone of any age (approved fo…""",Mon Jun 28 10:01:07 +0000 2021,"Sydney, Australia",0.0,0.0,Neutral
Okay this is big. Australia will introduce an indemnity scheme to allow GPs to administer AstraZeneca vaccine to anyone…,Mon Jun 28 10:01:13 +0000 2021,"Melbourne, Victoria",0.25,0.3,Positive
Okay this is big. Australia will introduce an indemnity scheme to allow GPs to administer AstraZeneca vaccine to anyone…,Mon Jun 28 10:01:14 +0000 2021,Sydney,0.25,0.3,Positive
Breaking National cabinet has agreed on an indemnity scheme for GPs to give the AstraZeneca vaccine to Australians under the…,Mon Jun 28 10:01:16 +0000 2021,"Wurundjeri Richmond, Melbourne",0.0,0.0,Neutral
They’ve finally acknowledged that ATAGI advice doesn’t say you can’t get AstraZeneca if you’re under 60. ,,,,,
"If only…""",Mon Jun 28 10:01:21 +0000 2021,"Sydney, Australia",0.0,1.0,Neutral
This is the yarn that seemed to get buried in everything the PM said  because he has difficulty getting to the main…,Mon Jun 28 10:01:27 +0000 2021,"Sydney, Australia",-0.1,0.2,Negative
"Thank you, Astra! The publication date had to be moved to 30th September sadly, but not too long to wait now. X",Mon Jun 28 10:01:31 +0000 2021,"South East, England",-0.275,0.7,Negative
Good announcement by Morrison government will create an indemnity scheme so GPs can give AstraZeneca vaccine to people u…,Mon Jun 28 10:01:33 +0000 2021,"Wollongong, New South Wales",0.7,0.6000000000000001,Positive
"His strategy for the vaccination race is to wait until October, or everyone is free to ‘risk’ and go for Astra Zeneca.",Mon Jun 28 10:01:33 +0000 2021,Humanity,0.4,0.8,Positive
ABOUT FUCKING TIME,Mon Jun 28 10:01:34 +0000 2021,"Penrith, Australia",-0.6,0.8,Negative
"Well, blow me down. Fed govt clears the way for anyone to get AstraZeneca if approved by GP. Why wasn’t this done f…",Mon Jun 28 10:01:37 +0000 2021,"Brisbane, Queensland",-0.15555555555555559,0.2888888888888889,Negative
"Last week we administered our highest level of vaccinations to date at almost 350,000. In 4 of the past 7 days we admin…",Mon Jun 28 10:01:40 +0000 2021,"Limerick, Ireland",-0.125,0.15833333333333333,Negative
"Morrison the advice doesn't preclude those under 60 getting AstraZeneca. if you wish to you, you can seek from GP.",,,,,
"Me UNDE…""",Mon Jun 28 10:01:40 +0000 2021,Sydney,0.0,0.0,Neutral
I know what I’m doing tomorrow,Mon Jun 28 10:01:41 +0000 2021,"Sydney, New South Wales",0.0,0.0,Neutral
GIVE. IT*. TO. ME. ,,,,,
*AstraZeneca,,,,,
"*An actual vaccine appointment""",Mon Jun 28 10:01:41 +0000 2021,On the couch,0.0,0.1,Neutral
They’ve finally acknowledged that ATAGI advice doesn’t say you can’t get AstraZeneca if you’re under 60. ,,,,,
"If only they’d d…""",Mon Jun 28 10:01:41 +0000 2021,"Sydney, Australia",0.0,1.0,Neutral
📍So is 1 dose enough DeltaVariant? **NO**—here is 1 dose efficacy via 🏴󠁧󠁢󠁳󠁣󠁴󠁿 for AstraZeneca against DeltaVariant infect…,Mon Jun 28 10:01:41 +0000 2021,"Bangkok, Thailand",0.0,0.5,Neutral
Breaking National cabinet has agreed on an indemnity scheme for GPs to give the AstraZeneca vaccine to Australians under the…,Mon Jun 28 10:01:44 +0000 2021,Dancing on the head of a pin,0.0,0.0,Neutral
"Morrison the advice doesn't preclude those under 60 getting AstraZeneca. if you wish to you, you can seek from GP.",,,,,
"Me UNDE…""",Mon Jun 28 10:01:44 +0000 2021,Pinechunga Country,0.0,0.0,Neutral
"Go and get it done, everybody. ASAP",Mon Jun 28 10:01:45 +0000 2021,Melburn,0.0,0.0,Neutral
This is the yarn that seemed to get buried in everything the PM said  because he has difficulty getting to the main poin…,Mon Jun 28 10:01:47 +0000 2021,Homebush NSW,0.033333333333333326,0.26666666666666666,Positive
7) majority of the world has either no vaccine or only 1 dose. This is why the 18-30% efficacy with 1 dose against DeltaVa…,Mon Jun 28 10:01:48 +0000 2021,New England,0.0,1.0,Neutral
Astra Zeneca isn't very good at protecting against Delta. Most Brits are Astra-vaccinated. Hence the…,Mon Jun 28 10:01:50 +0000 2021,Jerusalem,0.705,0.6400000000000001,Positive
"Morrison the advice doesn't preclude those under 60 getting AstraZeneca. if you wish to you, you can seek from GP.",,,,,
"Me UNDE…""",Mon Jun 28 10:01:53 +0000 2021,"Queensland, Australia",0.0,0.0,Neutral
PM says the Commonwealth will indemnify GPs -- so that they can talk with patients who might want the AstraZeneca vaccine.…,Mon Jun 28 10:01:53 +0000 2021,Sydney,0.0,0.0,Neutral
Pfizer offered the Australian govt its covid-19 vaccine on July 10. Nothing happened until the end of November when a deal was…,Thu Jul 01 11:47:55 +0000 2021,Australia,0.0,0.0,Neutral
"The Pfizer and AstraZeneca vaccines are powerfully protective against Covid, including existing variants. Vaccine efficac…",Thu Jul 01 11:47:55 +0000 2021,East Anglia,0.3,1.0,Positive
mRNA COVID19 vaccines (Pfizer/Moderna) doing exactly what we'd expect them to do in real world settings. ,,,,,
"Among 3975 ess…""",Thu Jul 01 11:47:56 +0000 2021,"Bluewater, Ontario",0.225,0.275,Positive
"Get that jab you mob. Let's keep everyone safe.  If you can get it, and it's available, it's important for family, com…",Thu Jul 01 11:48:03 +0000 2021,"Jerrinja land, NSW, Australia",0.43333333333333335,0.6333333333333333,Positive
"What Pfizer? In case you haven't noticed, normal Aussies 40-60 can't get it either.  Q…",Thu Jul 01 11:48:03 +0000 2021,"Brisbane, Australia",0.15,0.6499999999999999,Positive
The challenge of Libnats atm is lack of values and true purpose of public service and worsened by being devoid of policies.…,Thu Jul 01 11:48:05 +0000 2021,"Sydney, New South Wales",0.08333333333333333,0.3055555555555556,Positive
And how about getting the Pfizer vaccine when she wasn't eligible for it? What a  cow,Thu Jul 01 11:48:05 +0000 2021,"Melbourne, Victoria",-0.13333333333333333,0.16666666666666666,Negative
The source was Norman ‘Bio-Age’ Swan. It’s been denied by Pfizer and the officials who would have been…,Thu Jul 01 11:48:06 +0000 2021,Canberra,0.0,0.0,Neutral
"Highlight Pfizer says it only supplies Covid-19 vaccine to govts and COVAX, not private distributors -",Thu Jul 01 11:48:07 +0000 2021,Malaysia,0.0,0.6875,Neutral
"Pfizer bets on Spero candidate, wading deeper alongside GSK and Roche into abandoned antibiotic market…",Thu Jul 01 11:48:13 +0000 2021,Global,0.0,0.0,Neutral
“Got my 17th Pfizer shot today to complement my 4th J &amp; J. Worried about Delta Beta Theta variant.”,Thu Jul 01 11:48:15 +0000 2021,United States,0.0,0.0,Neutral
COVID19 vaccine,,,,,
nytimes,,,,,
-genetic,,,,,
🇺🇸Moderna NIH,,,,,
BioNTech🇩🇪Pfizer🇺🇸,,,,,
🇩🇪CureVac,,,,,
"🇬🇧ImperialCollege…""",Thu Jul 01 11:48:16 +0000 2021,United States,0.0,0.0,Neutral
3 years to stop the spread!,Thu Jul 01 11:48:19 +0000 2021,"Philadelphia, PA",0.0,0.0,Neutral
"yessss, all the bad bitches get Pfizer 🥰",Thu Jul 01 11:48:20 +0000 2021,dreaming about the andes,-0.6999999999999998,0.6666666666666666,Negative
Heard one of a muslim guy saying that he will wait for Pfizer but won’t take Indian vaccine. ,,,,,
"Fir hum bolte hai ki India m…""",Thu Jul 01 11:48:20 +0000 2021,"Montréal, Québec",0.0,0.0,Neutral
Just read that prominent BBC journalist Andrew Marr had beginnings of Covid at G7 meeting and AFTER 2 Pfizer doses some…,Thu Jul 01 11:48:29 +0000 2021,Sydney Australia,0.5,1.0,Positive
"Heart Inflammation Linked to COVID Vaccines in Study of U.S. Military, Department of Defense Confirms • Children's Healt…",Thu Jul 01 11:48:31 +0000 2021,Fremtiden,-0.1,0.1,Negative
"Pfizer bets on Spero candidate, wading deeper alongside GSK and Roche into abandoned antibiotic market",Thu Jul 01 11:48:36 +0000 2021,Global,0.0,0.0,Neutral
Why would I not be surprised if he in fact was ?,Thu Jul 01 11:48:36 +0000 2021,"Victoria, Australia",0.1,0.9,Positive
We should not have to be weighing up whether younger people should be getting AZ vaccine! ,,,,,
"It should not even be an issue!…""",Thu Jul 01 11:48:37 +0000 2021,"Sydney, Australia",0.0,0.0,Neutral
"Please spread the word! We're holding a walk-in vaccination clinic TODAY at the Brighton Racecourse, for FIRST DOSE Pfize…",Thu Jul 01 11:48:41 +0000 2021,"London, UK",0.25,0.3333333333333333,Positive
"Even banana republics got more than Australia,  has paid out on Australia’s procurement, the bleeding obvious.",Thu Jul 01 11:48:41 +0000 2021,Australia,0.25,0.5,Positive
Tonight! Drop in &amp; get vaccinated!,Thu Jul 01 11:48:44 +0000 2021,London,0.0,0.0,Neutral
Why More People Are Getting Two Different Coronavirus Vaccines,,,,,
"'Mixing vaccines — scientists call it “heterologous…""",Thu Jul 01 11:48:46 +0000 2021,"New York, NY, USA",0.25,0.55,Positive
Another underperforming vaccine will be sent to low and middle income countries putting just a bandage on the pande…,Thu Jul 01 11:48:47 +0000 2021,The Big Apple,0.0,0.15,Neutral
You can GrabAJab right now at Calderdale College -until 4pm today! ,,,,,
"Open to anyone 18+ who has not had their first jab…""",Thu Jul 01 11:48:49 +0000 2021,"Yorkshire, UK",0.20238095238095236,0.4563492063492063,Positive
LAST WEEK??? You ordered 2.5 million Pfizer LAST WEEK??? Damn you should have fronted up yourself from…,Thu Jul 01 11:48:50 +0000 2021,Melbourne,0.0,0.06666666666666667,Neutral
As a teacher my Covid Vaccine appointment was cancelled for tomorrow due to no Pfizer. New appointment not until Aug 31. Su…,Thu Jul 01 11:48:51 +0000 2021,Australia,0.005681818181818177,0.4147727272727273,Positive
Jason Falinski lies about Pfizer exports being blocked from the USA. What about the other 36 OECD nations who are ahead…,Thu Jul 01 11:48:53 +0000 2021,"Queensland, Australia",-0.125,0.375,Negative
Just published ,,,,,
For the Delta variant, the importance of 2-doses for the AZ vaccine for protection.,,,,
"2.5X lower med…""",Tue Jun 29 08:13:57 +0000 2021,"Boston, MA",0.0,0.0,Neutral
Not a huge queue for Pfizer or AZ at the Carlton hub.,Tue Jun 29 08:13:57 +0000 2021,"Born to Lose, Live to Win",-0.20000000000000004,0.9,Negative
FDA added a warning to fact sheets—as advised by CDC’s Advisory Committee on Immunization Practices—for Pfizer + Moder…,Tue Jun 29 08:13:59 +0000 2021,Edmonton Brighton,0.0,0.0,Neutral
"You’re missing the contradiction. OUR Govt doctors (govt website) say there’s a higher risk for &lt;60s, th…",Tue Jun 29 08:14:02 +0000 2021,"Melbourne, Victoria",0.024999999999999994,0.275,Positive
Just had my 2nd Pfizer jab done at 5 weeks since the first. The lady doing it said “you do know you’re at significa…,Tue Jun 29 08:14:03 +0000 2021,"London, England",0.125,0.16666666666666666,Positive
"when pfizer noticed that major populations are already been covered using Astrazeneca, there so call…",Tue Jun 29 08:14:13 +0000 2021,bangalore,0.0625,0.5,Positive
"Cuba's Abdala has proven about 92.28% effective against COVID19 in clinical trials, which would put it the same l…",Tue Jun 29 08:14:14 +0000 2021,"London, England",0.3,0.4625,Positive
"We are out with the vaccine bus today and tomorrow from 10am to 4pm at Melting Pot Community Hall, Mancroft Avenue (opposi…",Tue Jun 29 08:14:19 +0000 2021,Bolton,0.0,0.0,Neutral
Strong column by ,,,,,
on last night's media  conference.,,,,,
'The coronavirus didn’t stop Australia getting Pfizer," or…""",Tue Jun 29 08:14:20 +0000 2021,Ngunnawal/Wiradjuri,0.21666666666666665,0.39999999999999997
"And if it wasn't for Keiren Schneemann, and his deal done with his mate...., Australia would have had 4…",Tue Jun 29 08:14:23 +0000 2021,"Queensland, Australia",0.0,0.0,Neutral
Never forget that Pfizer disputes your false claim.,,,,,
"Auspol""",Tue Jun 29 08:14:23 +0000 2021,"Weimar, Germany",-0.4000000000000001,0.6,Negative
"If companies like Pfizer have total immunity from legal liability, yet PM Scott Morrison is mandating the covid19 vaccine…",Tue Jun 29 08:14:25 +0000 2021,"Queensland, Australia",0.1,0.475,Positive
"One dose of AstraZeneca or Pfizer can reduce the risk of hospitalization by 75%, British health officials said.",,,,,
"แอสตร้า…""",Tue Jun 29 08:14:26 +0000 2021,"Bangkok, Thailand",0.0,0.0,Neutral
"To put it bluntly,  Morrison has saved his own life with short-in-supply Pfizer, but is telling Australians to ignore t…",Tue Jun 29 08:14:27 +0000 2021,"Queensland, Australia",0.6,1.0,Positive
It doesn’t inspire confidence when our Prime Minister  got Pfizer in Feb when Astra Ze…,Tue Jun 29 08:14:28 +0000 2021,Melbourne,0.0,0.0,Neutral
"As a retired GP, aged 71 and half vaccinated with AZ, I would strongly advise anyone young to WAIT FOR…",Tue Jun 29 08:14:29 +0000 2021,Western Australia,0.06666666666666665,0.42499999999999993,Positive
Can someone also remind him he's not the Minister for Pfizer?,Tue Jun 29 08:14:31 +0000 2021,Merseyside,0.0,0.0,Neutral
Natural immunity to covid19 from previous infection is at least as protective as vaccination,,,,,
"(&amp; in the long term may well…""",Tue Jun 29 08:14:31 +0000 2021,Melbourne,-0.10416666666666666,0.3416666666666667,Negative
“I am a physician who received the Pfizer Covid vaccine. I was previously healthy. It has been a terrifying experience. I hav…,Tue Jun 29 08:14:32 +0000 2021,Australia,-0.25,0.75,Negative
A lot of heart issues being reported in the young after taking the Pfizer jab. Is it really worth it? Is this just a ticki…,Tue Jun 29 08:14:33 +0000 2021,England,0.2,0.25,Positive
"My problems are so much less than yours, I have fibromyalgia and got a severe flare after my first AZ wid…",Tue Jun 29 08:14:33 +0000 2021,"Newcastle, Australia",0.04166666666666667,0.19999999999999998,Positive
"“Yes, it’s the pandemic. But Morrison can’t absolve himself of responsibility for the roads not taken.",,,,,
"Covid-19 didn’t stop Au…""",Tue Jun 29 08:14:46 +0000 2021,"Brisbane, Queensland",0.0,0.0,Neutral
Oh that’s great to know. I’ve got my second dose of Pfizer tomorrow.,Tue Jun 29 08:14:46 +0000 2021,Blue Mountains NSW Australia,0.4,0.375,Positive
6) Also as a policy decision this govt would do well to put aside it “make in India” &amp; related political sentiments asi…,Tue Jun 29 08:14:48 +0000 2021,India-New Delhi,0.0,0.25,Neutral
cest biontech??,Tue Jun 29 08:14:48 +0000 2021,sopeworld,0.0,0.0,Neutral
We now have Pfizer COVID vaccines available for all students via our…,Tue Jun 29 08:14:49 +0000 2021,"Selly Oak, Birmingham, England",0.4,0.4,Positive
Good news A new study finds that the Pfizer and Moderna vaccines may protect against the coronavirus for years.,Tue Jun 29 08:14:49 +0000 2021,Irish American Irish Europe,0.41818181818181815,0.5272727272727273,Positive
Sydney Olympic Park Pfizer!,Tue Jun 29 08:14:52 +0000 2021,"Sydney, New South Wales",0.0,0.0,Neutral
Which efficacy data? Trials measured only symptomatic protection. It doesn't say anything about hospital…,Tue Jun 29 08:14:52 +0000 2021,Bangalore,0.0,1.0,Neutral
"If you think the PAs refusal of the Covid vaccines offered to them by Israel had anything to do with ‘expiry dates,’ I’v…",Thu Jul 01 11:42:55 +0000 2021,Biological reality,0.0,0.0,Neutral
…,Thu Jul 01 11:42:55 +0000 2021,"Tampa, FL",0.0,0.0,Neutral
Fully vaccinated with Pfizer /biotech but due to 20% flight capacity policy I can’t travel to Pakistan . This 20% is to en…,Thu Jul 01 11:42:57 +0000 2021,"پنجاب, پاکستان",-0.125,0.375,Negative
Morrison was offered 40 million Pfizer doses last year &amp; he turned them down qanda,Thu Jul 01 11:42:59 +0000 2021,Australia,-0.07777777777777779,0.17777777777777778,Negative
"And again today! Walk in Pfizer for your first jab. All day long. We NEED to get our young people jabbed so let’s push,…",Thu Jul 01 11:43:02 +0000 2021,london,0.10000000000000002,0.37777777777777777,Positive
Just read that prominent BBC journalist Andrew Marr had beginnings of Covid at G7 meeting and AFTER 2 Pfizer doses some time ago. So….COVID,Thu Jul 01 11:43:04 +0000 2021,Hunter Valley NSW,0.5,1.0,Positive
12-year-old Maddie was enrolled in the Pfizer COVID-19 vaccine clinical trial. ,,,,,
She's now in a wheelchair, has an NG tube,"…""",Thu Jul 01 11:43:07 +0000 2021,England,0.0
No way they were forced to remove the warning and restrictions on this post,Thu Jul 01 11:43:09 +0000 2021,"Orlando,  Florida",-0.30000000000000004,0.2,Negative
Now this.. THIS is important,Thu Jul 01 11:43:14 +0000 2021,elbi,0.4,1.0,Positive
18-year-old Isaiah Harris and his father describe how Isaiah was hospitalised within 48 hours of his second dose of the…,Thu Jul 01 11:43:16 +0000 2021,Australia,0.0,0.0,Neutral
